Recipe_ID,Recipe_Name,Meal_Type,Cuisine,Diet,Ingredients,Preparation,Prep_Time_Min
R00160,Indian Chana Dal Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00161,Indian Chana Dal Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00162,Indian Chana Dal Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00163,Indian Chana Dal Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00164,Indian Chana Dal Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00165,Indian Chana Dal Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00166,Indian Chana Dal Tomato/Tamatar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00167,Indian Chana Dal Onion/Pyaz Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00168,Indian Chana Dal Cucumber/Kheera Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00169,Indian Chana Dal Broccoli Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00170,Indian Chana Dal Mushroom Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00171,Indian Chana Dal Corn Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00172,Indian Chana Dal Methi Leaves Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chana Dal | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00173,Indian Rajma Potato/Aloo Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00174,Indian Rajma Carrot/Gajar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00175,Indian Rajma Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00176,Indian Rajma Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00177,Indian Rajma Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00178,Indian Rajma Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00179,Indian Rajma Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00180,Indian Rajma Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00181,Indian Rajma Tomato/Tamatar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00182,Indian Rajma Onion/Pyaz Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00183,Indian Rajma Cucumber/Kheera Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00184,Indian Rajma Broccoli Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00185,Indian Rajma Mushroom Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00186,Indian Rajma Corn Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00187,Indian Rajma Methi Leaves Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Rajma | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00188,Indian Chickpeas/Kabuli Chana Potato/Aloo Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00189,Indian Chickpeas/Kabuli Chana Carrot/Gajar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00190,Indian Chickpeas/Kabuli Chana Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00191,Indian Chickpeas/Kabuli Chana Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00192,Indian Chickpeas/Kabuli Chana Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00193,Indian Chickpeas/Kabuli Chana Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00194,Indian Chickpeas/Kabuli Chana Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00195,Indian Chickpeas/Kabuli Chana Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00196,Indian Chickpeas/Kabuli Chana Tomato/Tamatar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00197,Indian Chickpeas/Kabuli Chana Onion/Pyaz Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00198,Indian Chickpeas/Kabuli Chana Cucumber/Kheera Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00199,Indian Chickpeas/Kabuli Chana Broccoli Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00200,Indian Chickpeas/Kabuli Chana Mushroom Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00201,Indian Chickpeas/Kabuli Chana Corn Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00202,Indian Chickpeas/Kabuli Chana Methi Leaves Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Chickpeas/Kabuli Chana | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00203,Indian Lobia Potato/Aloo Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00204,Indian Lobia Carrot/Gajar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00205,Indian Lobia Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00206,Indian Lobia Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00207,Indian Lobia Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00208,Indian Lobia Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00209,Indian Lobia Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00210,Indian Lobia Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00211,Indian Lobia Tomato/Tamatar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00212,Indian Lobia Onion/Pyaz Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00213,Indian Lobia Cucumber/Kheera Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00214,Indian Lobia Broccoli Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00215,Indian Lobia Mushroom Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00216,Indian Lobia Corn Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00217,Indian Lobia Methi Leaves Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Lobia | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00218,Indian Paneer Potato/Aloo Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00219,Indian Paneer Carrot/Gajar Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00220,Indian Paneer Green Peas Fresh Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00221,Indian Paneer Spinach/Palak Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00222,Indian Paneer Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00223,Indian Paneer Okra/Bhindi Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00224,Indian Paneer Brinjal/Baingan Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00225,Indian Paneer Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00226,Indian Paneer Tomato/Tamatar Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00227,Indian Paneer Onion/Pyaz Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00228,Indian Paneer Cucumber/Kheera Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00229,Indian Paneer Broccoli Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00230,Indian Paneer Mushroom Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00231,Indian Paneer Corn Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00232,Indian Paneer Methi Leaves Paratha,Breakfast,North Indian,Vegetarian,Whole Wheat Flour | Paneer | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00233,Indian Tofu Potato/Aloo Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00234,Indian Tofu Carrot/Gajar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00235,Indian Tofu Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00236,Indian Tofu Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00237,Indian Tofu Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00238,Indian Tofu Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00239,Indian Tofu Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
R00240,Indian Tofu Capsicum/Bell Pepper Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Capsicum/Bell Pepper,Prepare the matched ingredients together and serve as a balanced meal.,30
R00241,Indian Tofu Tomato/Tamatar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Tomato/Tamatar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00242,Indian Tofu Onion/Pyaz Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Onion/Pyaz,Prepare the matched ingredients together and serve as a balanced meal.,30
R00243,Indian Tofu Cucumber/Kheera Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Cucumber/Kheera,Prepare the matched ingredients together and serve as a balanced meal.,30
R00244,Indian Tofu Broccoli Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Broccoli,Prepare the matched ingredients together and serve as a balanced meal.,30
R00245,Indian Tofu Mushroom Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Mushroom,Prepare the matched ingredients together and serve as a balanced meal.,30
R00246,Indian Tofu Corn Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Corn,Prepare the matched ingredients together and serve as a balanced meal.,30
R00247,Indian Tofu Methi Leaves Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Tofu | Methi Leaves,Prepare the matched ingredients together and serve as a balanced meal.,30
R00248,Indian Soya Chunks Potato/Aloo Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Potato/Aloo,Prepare the matched ingredients together and serve as a balanced meal.,30
R00249,Indian Soya Chunks Carrot/Gajar Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Carrot/Gajar,Prepare the matched ingredients together and serve as a balanced meal.,30
R00250,Indian Soya Chunks Green Peas Fresh Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Green Peas Fresh,Prepare the matched ingredients together and serve as a balanced meal.,30
R00251,Indian Soya Chunks Spinach/Palak Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Spinach/Palak,Prepare the matched ingredients together and serve as a balanced meal.,30
R00252,Indian Soya Chunks Cauliflower/Gobhi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Cauliflower/Gobhi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00253,Indian Soya Chunks Okra/Bhindi Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Okra/Bhindi,Prepare the matched ingredients together and serve as a balanced meal.,30
R00254,Indian Soya Chunks Brinjal/Baingan Paratha,Breakfast,North Indian,Vegan,Whole Wheat Flour | Soya Chunks | Brinjal/Baingan,Prepare the matched ingredients together and serve as a balanced meal.,30
